Accession,logFC,-logPval,-logAdjPval,"Abundances (Normalized): F9: 126, Sample","Abundances (Normalized): F9: 127N, Sample","Abundances (Normalized): F9: 127C, Sample","Abundances (Normalized): F9: 128N, Sample","Abundances (Normalized): F9: 128C, Sample","Abundances (Normalized): F9: 129N, Sample","Abundances (Normalized): F9: 129C, Sample","Abundances (Normalized): F9: 130N, Sample","Abundances (Normalized): F9: 130C, Sample","Abundances (Normalized): F9: 131N, Sample"
Q5JSZ5,0.128,2.2203,0.8225,605.9,577.5,657.0,629.5,650.0,667.8,699.9,669.9,679.4,689.1
Q9BPW8,0.1248,2.2124,0.8169,11509.6,11600.1,11190.7,11533.9,12005.1,13558.6,12259.3,12009.5,12942.3,12342.4
P52739,0.4353,2.2105,0.8169,970.2,915.1,903.2,880.3,914.0,1706.0,1257.0,1311.2,1052.1,985.9
Q9H9Q4,-0.124,2.2046,0.8131,1231.3,1182.6,1223.6,1282.1,1251.2,1077.9,1190.9,1179.1,1085.0,1132.5
O14874,0.244,2.1837,0.7963,357.9,375.4,417.6,386.7,321.3,449.3,424.8,441.9,398.2,483.5
Q14103,0.0989,2.185,0.7963,40593.3,41964.6,43019.3,41243.4,40744.6,42468.2,45600.0,43701.4,44633.7,45927.5
Q9UPY8,-0.5771,2.1757,0.7904,226.0,189.9,155.6,148.1,134.1,132.6,132.8,123.6,83.2,99.1
P61978,-0.1053,2.1643,0.789,25188.7,24097.8,24761.3,24485.5,23302.8,23411.2,23088.9,21860.4,23083.4,21825.9
P07948,0.2649,2.1641,0.789,201.9,206.8,195.3,207.2,261.8,270.2,234.4,258.8,273.0,247.6
Q9BUT1,-0.1107,2.1675,0.789,3159.8,3035.0,2986.6,2890.1,2978.0,2911.6,2820.9,2677.0,2828.8,2700.2
Q15056,-0.0862,2.1667,0.789,18231.7,18390.6,18066.2,17972.8,17673.0,16491.8,17524.5,16648.0,17505.9,16942.3
P28072,0.1338,2.1681,0.789,13476.8,14533.4,15484.9,14988.4,15264.3,15707.5,15988.2,16575.6,15873.3,16696.7
O75167,0.1446,2.153,0.7798,549.3,507.1,524.5,501.6,548.0,548.0,554.4,588.0,594.6,624.0
P42694,-0.5259,2.1447,0.7735,27.5,31.8,30.9,28.2,26.5,25.1,23.1,13.9,16.8,24.1
P06241,-0.2931,2.1329,0.7656,612.8,559.2,524.0,503.3,419.5,398.0,431.8,455.7,423.4,414.0
Q86SE8,0.2722,2.1328,0.7656,265.4,322.1,286.0,338.7,286.3,385.7,353.8,359.2,310.8,399.8
Q9BVS5,-0.1209,2.1147,0.7544,1112.4,1067.4,1168.6,1121.3,1096.9,979.6,1073.8,975.5,1029.8,1062.1
Q16644,0.2618,2.1114,0.7544,46.4,49.0,41.3,48.5,43.9,53.8,56.3,45.7,61.8,57.9
O43847,-0.1271,2.1099,0.7544,22585.7,20602.1,20598.7,20597.4,21775.9,18179.2,19295.4,20068.3,19504.8,20156.6
P62140,0.0918,2.1119,0.7544,1976.7,2008.7,2054.5,2105.2,2009.0,2106.6,2122.8,2258.5,2145.6,2188.4
Q7Z4H8,-0.0638,2.1177,0.7544,5628.5,5660.7,5516.8,5606.9,5565.7,5329.3,5292.4,5360.5,5385.0,5401.4
Q3B7T1,0.1528,2.1144,0.7544,378.9,408.9,410.3,387.1,390.6,457.8,394.9,430.3,461.0,455.2
Q86U90,0.1067,2.1034,0.7498,2588.3,2573.3,2559.7,2635.9,2546.1,2682.5,2679.1,2704.5,2919.6,2918.3
Q14657,-0.1398,2.1005,0.7488,1565.0,1566.2,1590.1,1547.1,1491.0,1299.8,1484.7,1483.3,1449.8,1334.4
Q9Y3B4,-0.0836,2.097,0.7472,2554.5,2486.4,2477.9,2624.0,2489.9,2408.9,2421.4,2335.3,2425.7,2329.5
Q14669,-0.0982,2.0785,0.7306,1244.4,1242.7,1207.3,1233.0,1281.1,1172.1,1144.8,1118.6,1229.1,1137.5
Q7L1Q6,-0.1377,2.0758,0.7298,6895.5,6263.5,6355.4,6121.6,6481.3,6118.0,5844.9,6093.8,5702.9,5437.4
O96006,-0.1464,2.0736,0.7295,161.1,158.5,179.6,171.1,178.2,148.2,144.6,160.8,155.5,157.1
Q9UBZ9,-0.3954,2.0609,0.7223,1045.2,760.1,799.4,852.1,700.7,504.4,627.7,652.6,757.8,615.1
Q8WVK2,0.1722,2.0608,0.7223,222.1,257.8,237.9,246.5,250.2,278.5,288.1,244.9,286.1,271.4
Q71RC2,-0.1009,2.0627,0.7223,546.4,516.4,563.2,545.2,531.9,518.2,491.4,512.3,514.3,484.2
Q92804,-0.1474,2.0487,0.7193,6363.7,6926.6,6057.0,6533.2,6199.4,5622.0,6281.2,5877.2,5689.3,5495.4
Q13137,-0.1308,2.0511,0.7193,4004.5,4206.3,4209.1,4387.2,4155.8,3604.5,3795.0,3794.0,4184.1,3783.1
Q9BYC8,0.1489,2.0557,0.7193,771.4,711.2,735.4,756.9,719.7,775.7,758.5,824.0,855.5,887.7
Q9Y5R8,0.1124,2.0492,0.7193,1110.2,1118.4,1082.2,1045.4,1146.6,1196.2,1231.0,1115.1,1218.7,1188.2
Q9NZC9,0.1632,2.0513,0.7193,60.5,62.3,63.8,53.4,59.2,72.1,66.5,64.0,66.9,65.2
Q53EL6,-0.1194,2.0459,0.7187,12313.6,11823.5,12121.3,11786.1,12435.0,10313.6,10925.6,11492.1,11196.8,11793.9
Q8NDX6,0.1601,2.0445,0.7187,105.6,117.9,113.6,106.3,104.8,129.2,131.7,118.2,119.9,113.8
Q3KQV9,-0.1789,2.0402,0.718,341.7,327.7,316.6,326.2,346.9,328.0,287.1,309.4,279.1,265.4
P07197,-0.073,2.0417,0.718,27538.9,27259.4,27947.3,27927.9,26972.7,25542.6,26887.2,25888.5,26177.2,26366.5
Q96BN8,-0.0869,2.0349,0.7144,6927.7,6787.3,6640.0,6799.0,6726.7,6140.2,6593.4,6569.0,6210.4,6396.6
Q96CB8,-0.375,2.0321,0.7134,162.0,181.6,190.2,179.2,130.4,130.9,132.1,126.7,153.8,105.8
P25398,0.0913,2.0279,0.7124,24745.6,25935.9,25598.1,25986.0,24855.7,27305.2,26260.3,26710.6,28474.5,26701.9
Q14155,-0.7508,2.0275,0.7124,122.8,274.8,129.2,280.4,188.8,115.8,124.6,111.8,95.1,111.5
P05114,-0.1769,2.0213,0.7079,8385.4,9057.8,8566.0,8772.9,7991.5,7994.0,8407.5,7164.8,6971.7,7360.6
Q5T6V5,-0.1071,2.0091,0.706,6750.2,6521.8,6375.8,6433.0,6990.9,5838.1,6079.6,6154.2,6307.8,6321.0
Q96HA7,1.0334,2.0105,0.706,10.3,11.8,11.8,14.6,22.8,17.0,21.6,42.4,21.9,50.3
Q92546,0.9045,2.0127,0.706,91.6,117.4,107.6,73.1,211.9,162.8,268.5,233.9,145.7,276.5
Q8IY57,0.1434,2.0154,0.706,354.6,305.9,314.5,354.8,319.5,360.2,374.9,364.8,357.9,360.6
P48454,0.1485,2.0114,0.706,1034.4,1076.5,993.3,1130.1,1038.8,1077.5,1180.3,1134.7,1199.4,1255.0
Q7Z4S6,-0.135,2.015,0.706,790.4,811.2,860.4,847.5,771.1,743.2,799.4,730.9,745.1,697.9
Q86U38,0.145,2.0051,0.7038,187.4,191.4,168.8,180.7,180.2,197.9,185.9,197.1,213.1,210.9
Q5VTE6,-0.097,1.9985,0.6988,1536.1,1388.3,1448.7,1494.4,1447.5,1335.3,1389.1,1375.0,1337.7,1399.4
Q08AM6,0.2632,1.9921,0.6941,6054.8,6118.1,6083.2,6264.9,6409.2,6533.1,7101.6,7259.4,7087.2,9438.9
Q96DT7,-0.0694,1.9875,0.6929,3410.8,3375.3,3335.6,3361.3,3395.3,3166.8,3214.3,3135.6,3292.3,3279.0
Q02252,0.1088,1.9888,0.6929,4049.2,4156.9,4199.5,4343.5,4452.5,4515.8,4416.4,4550.6,4856.7,4522.5
P78371,0.0776,1.9857,0.6927,75807.7,79027.2,79737.0,80790.9,77957.3,80764.1,82371.4,84315.1,83586.6,83982.9
P55769,0.0918,1.9831,0.6918,2626.6,2567.5,2548.3,2645.5,2668.8,2864.5,2653.0,2804.3,2715.2,2882.2
P82921,-0.2309,1.9759,0.6874,509.2,633.7,555.6,613.7,542.6,448.1,486.9,495.5,552.7,448.8
P14550,0.0908,1.9738,0.6874,5051.4,5124.3,5065.1,4712.3,5175.1,5474.6,5315.4,5318.4,5255.6,5384.6
Q7RTN6,-0.1321,1.9738,0.6874,662.3,703.3,692.3,731.2,714.1,631.7,604.4,665.0,610.0,687.7
Q9UBC3,-0.1727,1.9689,0.6842,385.6,333.6,408.8,384.4,384.5,335.5,357.8,319.3,349.2,319.2
O00767,-0.5495,1.9636,0.6837,114.4,116.4,102.8,98.1,65.8,50.0,81.3,68.7,60.1,78.4
P27797,-0.1032,1.9636,0.6837,22803.5,20567.6,22436.1,20974.3,21139.2,19963.8,20210.4,19791.5,20687.0,19748.0
Q71SY5,0.2932,1.9641,0.6837,57.0,59.5,64.1,56.7,45.7,69.2,74.9,70.0,73.7,58.2
O43681,-0.1174,1.9582,0.68,5792.1,5571.3,5239.4,5393.9,5639.1,4840.1,5050.7,4953.6,5379.6,5256.0
Q01081,-0.1179,1.9556,0.6789,3377.0,3219.4,3071.1,3279.4,3335.7,3101.3,3018.5,3123.7,2977.7,2787.6
P21127,0.1342,1.9502,0.6752,2361.3,2370.2,2421.3,2395.8,2477.2,2655.2,2434.7,2709.9,2892.8,2527.0
P20336,-0.1024,1.9402,0.6668,572.7,541.7,568.0,588.0,567.3,499.4,542.9,546.4,515.5,539.7
P05787,-0.1617,1.934,0.6621,4455.5,4217.4,4374.1,4262.9,5115.6,3789.8,3926.1,4057.9,4061.2,4173.5
Q8TBF2,0.1792,1.9309,0.6608,589.0,622.4,636.9,720.3,673.7,803.1,729.8,742.4,695.0,697.2
O43683,-0.2758,1.9295,0.6608,111.6,129.2,147.7,128.8,131.0,105.8,124.1,89.8,105.1,111.5
Q15072,0.2851,1.919,0.6519,64.2,86.6,57.3,73.3,69.5,83.3,81.8,89.1,88.2,81.4
P0CAP2,0.2144,1.9098,0.647,556.7,586.2,538.9,509.7,547.7,588.3,589.5,711.4,583.4,717.2
O43399,0.0894,1.9125,0.647,10231.4,10783.5,10849.9,11011.7,10942.7,10942.8,11510.4,11568.0,11824.6,11412.5
P11172,0.0793,1.9095,0.647,23256.5,23329.4,22435.1,23567.9,22945.0,23265.0,24593.0,24708.5,24581.5,24931.3
Q69YN4,-0.0967,1.9034,0.6425,578.3,537.3,555.8,536.3,557.9,516.8,501.6,539.3,530.3,498.5
Q9NVM4,0.1101,1.901,0.6416,877.8,888.1,883.5,894.7,970.9,981.5,963.2,919.5,1005.2,1002.8
Q96IK1,0.1387,1.8988,0.641,3878.9,3887.7,3938.8,3778.8,4125.0,4420.5,4144.5,3948.1,4689.6,4413.6
Q8IWE5,-0.221,1.8921,0.6404,102.8,91.5,93.1,97.2,85.5,74.2,90.7,89.5,75.5,74.4
Q92797,-0.1015,1.8925,0.6404,4922.8,4769.2,4730.7,4996.9,4855.6,4705.8,4465.4,4380.7,4774.0,4313.8
Q96EY5,0.1113,1.8924,0.6404,471.0,494.2,469.5,495.0,507.9,520.3,494.7,524.9,534.2,559.8
Q9H7Z7,-0.146,1.8958,0.6404,2481.1,2387.6,2390.2,2444.0,2826.1,2280.2,2204.3,2206.6,2392.6,2221.6
Q15334,0.0794,1.8881,0.6384,5252.5,5479.3,5216.4,5332.6,5302.1,5499.0,5713.3,5418.5,5652.3,5808.3
Q9P2N5,-0.0781,1.8871,0.6384,1684.9,1713.6,1731.9,1701.0,1758.9,1627.8,1646.3,1695.5,1592.7,1577.0
Q14186,0.2098,1.8837,0.6365,259.6,240.1,261.4,280.7,308.9,315.7,324.1,280.0,303.8,335.8
Q9NWU1,-0.1234,1.8774,0.6325,1812.0,2056.0,2022.4,2127.5,1933.7,1793.5,1868.5,1854.1,1807.3,1799.6
P61962,0.1084,1.8767,0.6325,8016.1,7482.3,7515.9,7891.7,7738.7,7827.1,8272.7,8744.7,8151.9,8683.3
P49756,0.1482,1.875,0.6323,2569.1,2460.6,2506.1,2465.4,2718.1,3009.2,2629.7,2680.0,3057.3,2736.1
Q9NP81,-0.0835,1.8711,0.6305,3384.9,3425.3,3439.5,3431.4,3609.6,3417.5,3201.8,3280.2,3236.2,3183.4
Q9BUT9,-0.2676,1.8703,0.6305,91.3,117.7,112.5,104.9,91.5,92.0,90.9,72.1,86.5,88.0
P35125,-0.2297,1.868,0.6297,53.3,55.8,53.0,63.3,63.7,46.3,51.5,48.6,56.1,44.1
Q5VW36,-0.0856,1.8629,0.6287,712.0,765.6,743.2,756.2,716.2,698.0,690.1,719.0,675.3,697.3
Q5W0B1,-0.1253,1.864,0.6287,2891.4,2749.2,2652.3,2772.3,2606.1,2478.1,2371.3,2451.3,2731.9,2506.9
P19622,-0.2578,1.8627,0.6287,143.0,142.4,141.3,123.3,135.7,139.1,117.0,100.7,118.9,101.1
P12532,0.0777,1.8562,0.6249,6949.5,6923.8,7017.1,6991.1,6998.4,7282.1,7133.9,7519.8,7713.6,7176.2
Q9NZ08,-0.1099,1.856,0.6249,1645.2,1661.2,1578.3,1667.3,1743.1,1563.3,1522.2,1578.0,1429.0,1596.2
O00291,-0.0646,1.8529,0.6233,5235.1,5134.3,5287.5,5244.1,5199.1,5114.3,5025.2,4904.6,4885.3,5030.9
O60826,0.1951,1.8474,0.6192,567.9,553.0,525.1,551.2,619.3,639.7,561.7,704.0,625.8,699.3
Q14980,-0.0585,1.8378,0.6174,23884.2,23930.2,23694.0,24188.9,23710.6,23417.6,22924.7,22911.3,22570.6,22843.1
Q9Y305,0.13,1.8376,0.6174,722.1,730.9,741.9,775.0,810.9,821.8,787.4,785.4,877.8,865.4
Q86Y37,-0.1361,1.8382,0.6174,689.1,706.7,701.3,636.6,729.8,665.5,599.0,625.7,665.8,596.1
Q96G28,-0.0848,1.837,0.6174,2136.9,2079.4,2210.7,2201.5,2146.5,1956.5,2075.3,2013.6,2115.1,2000.7
Q96HR8,-0.1425,1.8429,0.6174,2438.0,2276.1,2428.4,2358.8,2287.3,1900.9,2129.0,2140.3,2260.3,2266.6
Q8N6T3,0.0757,1.8408,0.6174,4255.5,4234.3,4104.8,4217.8,4218.3,4220.1,4537.4,4436.0,4450.1,4526.0
Q8IY37,-0.1469,1.83,0.6121,309.7,327.7,371.2,341.7,346.9,315.4,320.6,296.7,311.7,287.0
O00422,-0.0747,1.829,0.6121,2118.3,2190.3,2229.6,2110.6,2138.7,2089.0,2072.9,2025.4,2073.1,1982.7
Q92796,-0.0977,1.8229,0.6089,1514.3,1600.6,1590.6,1638.2,1589.7,1508.8,1487.7,1411.4,1565.7,1442.8
P35579,-0.0629,1.8236,0.6089,121295.2,115408.5,117049.3,118868.9,119441.1,113334.3,114305.2,114487.3,112496.8,112114.6
Q9Y263,-0.0669,1.8199,0.6081,15638.0,15067.9,15855.0,15073.7,15455.2,14911.6,14451.7,14691.6,14787.0,14746.1
P25098,0.4717,1.8194,0.6081,2255.1,2320.5,3140.1,2391.0,2345.1,5295.8,3048.5,3058.1,2985.3,3206.0
P62861,0.1736,1.8175,0.6075,6606.7,6463.6,5734.7,6005.6,5777.8,7191.0,6521.1,6355.3,7649.0,6802.6
Q13724,0.1986,1.8151,0.6065,269.4,271.0,327.8,268.2,314.5,360.5,312.6,336.8,312.0,339.3
Q9BQ15,0.1198,1.8134,0.6063,961.2,1001.5,961.3,979.8,944.0,966.5,1009.7,1105.6,1099.2,1093.3
Q7KZI7,0.182,1.8111,0.6053,171.7,144.5,155.3,147.2,170.6,194.4,187.7,171.4,176.1,165.1
Q9NVP2,-0.1109,1.8061,0.6017,2606.3,2759.1,2439.2,2718.6,2634.4,2447.2,2518.4,2510.4,2377.2,2325.9
Q9NZI8,-0.0899,1.8035,0.6004,7181.8,7263.9,6926.3,7214.9,7021.2,6885.0,6890.8,6759.3,6679.4,6257.7
Q14651,-0.0679,1.7973,0.5977,6966.4,6886.3,7048.8,6948.9,6891.4,6400.4,6538.4,6646.7,6815.6,6751.1
Q9Y5A7,-0.0808,1.7967,0.5977,2369.4,2318.2,2302.0,2296.5,2314.9,2320.3,2137.9,2117.8,2194.6,2203.6
P62081,0.0841,1.7968,0.5977,18303.6,18612.2,17638.3,18080.0,18257.6,19687.1,18382.2,18728.7,19767.6,19814.3
O43663,-0.0922,1.7937,0.5973,891.8,850.3,924.3,945.0,905.7,857.9,841.2,875.8,824.7,836.0
Q07283,0.4859,1.7948,0.5973,137.1,160.9,136.3,132.7,140.2,295.9,163.8,186.8,228.9,145.4
Q9GZV4,-0.1582,1.7917,0.5972,501.5,450.6,480.5,444.0,505.0,439.8,413.6,462.3,386.0,433.5
Q49A26,0.1516,1.7909,0.5972,389.6,357.0,358.7,374.3,405.6,429.5,436.5,420.2,436.6,372.4
Q8N8R5,-0.1087,1.7833,0.5922,1138.7,1185.5,1133.1,1197.1,1160.8,995.4,1090.0,1105.8,1147.0,1059.7
O15372,-0.0961,1.7836,0.5922,20146.2,19173.7,19021.0,19799.7,18678.9,17003.4,18740.0,17919.8,18508.9,18425.0
Q15691,-0.0698,1.7803,0.5905,14796.1,14607.5,13768.0,14402.5,14097.6,13645.7,13610.9,13571.5,13730.1,13709.0
P46777,0.0725,1.7782,0.5904,53008.2,54566.5,53203.4,54937.7,51874.8,57507.9,55561.6,54953.0,57583.3,55763.2
Q9NYR9,-0.3125,1.7776,0.5904,369.9,369.9,364.1,306.3,284.3,301.9,316.5,220.9,259.8,267.8
Q9UKA9,-0.2186,1.7715,0.5856,973.5,950.9,878.3,961.6,919.6,842.4,877.3,831.9,846.6,647.5
Q96RS6,-0.1046,1.7663,0.5817,14138.8,13975.2,13726.9,14007.8,13898.0,11820.6,13556.4,13435.9,12942.2,13187.5
Q32MZ4,-0.0846,1.7642,0.5809,16141.7,15567.8,16153.7,16006.1,15840.3,14081.5,15424.2,15301.2,14965.4,15436.0
P61326,-0.1125,1.7609,0.5798,12737.9,11734.7,11664.0,11681.1,12213.2,10253.5,11402.8,11633.2,11055.8,11201.3
Q5VUM1,-0.1972,1.7605,0.5798,319.8,288.1,350.4,331.7,365.0,266.8,273.1,321.9,293.8,286.4
O14561,-0.1707,1.7574,0.578,2062.7,2185.2,1889.8,2048.7,2159.6,1606.0,1972.5,1936.0,1888.6,1800.6
O14772,0.0788,1.7552,0.5775,1740.4,1784.2,1766.5,1792.5,1851.9,1844.2,1896.7,1885.0,1835.8,1976.7
Q9BQG2,0.0814,1.7538,0.5775,2168.3,2129.9,2208.3,2167.1,2198.3,2274.8,2191.2,2407.6,2362.1,2272.4
O75533,-0.0763,1.7531,0.5775,37781.5,35732.7,35044.8,35845.7,36275.1,33753.5,34178.3,33850.1,35590.2,33975.7
A5PLN9,-0.2241,1.7502,0.5759,449.8,515.2,449.3,463.6,442.2,425.3,406.3,365.1,458.2,339.6
Q9NVX7,-0.1159,1.7477,0.5747,745.2,766.3,801.7,777.9,779.8,725.3,652.2,701.5,735.1,761.8
Q9H425,-0.1521,1.7461,0.5743,926.9,956.6,971.7,892.0,993.5,804.0,964.3,793.5,841.4,870.7
Q8IWV7,-0.1343,1.7428,0.5722,439.5,417.2,421.7,411.4,430.6,372.5,389.2,349.2,402.5,422.0
Q9P253,0.4911,1.7382,0.5715,44.9,31.8,34.3,52.4,30.7,43.0,57.7,70.6,46.9,52.6
P23508,-0.1423,1.7393,0.5715,290.6,304.2,316.0,345.8,294.1,294.7,279.3,270.3,267.3,291.7
P31948,-0.0794,1.7395,0.5715,126905.1,123827.7,121844.0,123049.4,117198.9,114188.7,119804.2,113851.3,118466.5,113647.6
P05091,0.0857,1.7315,0.5697,16650.4,16462.8,15636.8,16470.9,16247.2,16358.6,17148.0,17356.2,18015.6,17597.8
P22626,-0.0902,1.7317,0.5697,27886.2,26622.7,26853.9,26984.3,27427.0,26580.7,26068.9,25675.9,25561.1,23734.0
Q9NVQ4,-0.0975,1.7324,0.5697,1490.1,1519.5,1378.5,1418.3,1479.2,1340.0,1292.8,1406.7,1389.1,1379.9
Q53GS9,-0.0868,1.7324,0.5697,7073.3,6658.2,6642.4,6716.9,6818.6,6379.9,6239.2,6126.4,6732.4,6458.8
Q9GZT3,0.0803,1.7299,0.5693,2458.5,2363.8,2571.2,2437.7,2471.5,2507.2,2622.3,2569.9,2627.1,2679.0
Q9HAV4,-0.0875,1.7253,0.5684,17295.4,17127.0,16399.8,16554.9,17078.4,15427.5,15429.8,15854.8,16954.1,15851.5
P53004,-0.0805,1.726,0.5684,11676.4,11118.9,10783.8,10973.6,11472.6,10233.2,10698.0,10736.1,10824.9,10480.5
O95295,-0.0975,1.7277,0.5684,4503.4,4545.1,4277.0,4397.8,4573.1,3900.8,4205.0,4078.9,4322.3,4342.0
Q9P1F3,0.4415,1.7203,0.5657,494.9,556.0,614.6,526.8,830.7,1040.7,674.9,789.1,898.8,686.1
Q9NUG6,0.0942,1.7166,0.5657,3191.3,3153.8,3206.4,3191.1,3334.4,3494.3,3312.4,3244.1,3634.8,3487.7
P19387,-0.1198,1.7171,0.5657,2649.4,2693.7,2532.3,2511.9,2552.2,2440.5,2363.0,2222.6,2605.1,2290.6
P54619,0.1173,1.7183,0.5657,9512.6,8848.3,8680.2,8897.7,9269.5,8973.8,9852.7,9734.8,10141.8,10366.7
Q8NFJ9,0.1621,1.7209,0.5657,199.8,190.2,210.2,192.5,208.7,242.5,234.8,194.8,220.6,230.0
Q7Z5P4,-0.1569,1.7131,0.5634,549.5,557.4,520.3,512.4,554.7,429.9,482.6,461.8,522.2,525.6
Q9NQ55,-0.1806,1.7113,0.5628,624.2,602.4,703.4,694.0,692.4,611.1,630.3,605.5,511.6,569.7
O43592,-0.1311,1.707,0.5597,34516.0,31610.3,31341.9,31311.1,33821.6,26771.2,29950.3,30486.1,29936.7,31413.0
Q9NTM9,0.0761,1.7007,0.5561,5537.2,5783.8,5757.8,5884.9,5832.2,5816.0,6037.4,6081.9,6289.1,6134.1
Q8IZ21,0.1057,1.6989,0.5561,2782.4,2783.9,2816.0,2954.2,2868.5,2968.7,2904.0,3177.9,2958.1,3290.3
Q92574,0.1197,1.7007,0.5561,83.8,77.2,83.9,79.2,86.1,89.0,95.1,91.8,86.9,83.0
Q13242,-0.106,1.6986,0.5561,4181.0,4235.5,4091.6,4178.3,4483.4,4051.5,3977.8,3947.8,4082.7,3618.8
Q8IUQ4,0.0847,1.693,0.5536,225.2,224.5,218.6,217.5,220.6,227.0,227.7,229.2,248.7,241.4
O15541,0.1085,1.6945,0.5536,7840.0,7756.2,7883.0,8393.8,7789.6,8898.8,8508.5,8169.0,8094.0,9119.8
Q6P9B6,-0.1234,1.6927,0.5536,594.9,599.5,578.6,602.8,561.8,517.8,553.4,490.7,573.5,565.0
Q15020,-0.0859,1.6879,0.55,14485.9,13944.2,13034.1,13756.5,13687.1,12960.8,12842.9,12921.7,13507.8,12670.2
Q9UI08,-0.2711,1.6854,0.5487,92.9,92.7,90.1,106.1,80.6,92.8,69.6,70.8,84.0,67.5
Q9Y4X4,-0.3632,1.6806,0.5473,149.7,236.6,195.8,183.2,142.6,131.4,127.5,144.5,162.6,130.7
P17987,0.0622,1.6813,0.5473,79327.7,81195.9,78306.2,80405.0,79655.4,80507.1,83221.2,83976.4,83662.7,85149.5
Q86UE8,0.1219,1.6816,0.5473,2713.3,2736.2,2742.6,2814.8,2737.6,2885.3,2827.6,2889.5,3363.9,3018.8
Q9UPT9,-0.0734,1.6727,0.5464,3718.8,3610.8,3675.3,3681.6,3616.8,3292.0,3573.7,3555.2,3518.0,3462.6
Q01850,-0.2409,1.6517,0.5464,116.6,119.0,111.7,124.4,121.8,123.5,92.8,109.8,94.7,85.5
Q3ZCX4,0.192,1.6576,0.5464,255.3,228.6,263.6,282.1,300.7,281.0,294.3,310.1,300.2,329.7
Q9BY89,-0.1028,1.6583,0.5464,398.6,425.9,397.2,429.6,418.1,381.7,415.6,370.7,386.4,373.2
Q13416,0.131,1.652,0.5464,533.9,628.1,575.4,598.5,551.9,639.3,646.0,641.0,650.9,582.5
Q7Z7C8,0.1631,1.659,0.5464,2274.3,2213.3,2124.0,2303.3,2361.9,2399.3,2342.6,2457.9,2507.4,2954.9
Q96DC9,0.3481,1.6594,0.5464,647.3,655.1,608.6,636.7,662.1,723.4,771.9,691.1,787.4,1196.2
O75663,-0.1026,1.6634,0.5464,20978.0,20241.0,19159.2,20252.1,19925.9,17291.5,19475.6,19398.9,18616.2,18916.7
O75044,-0.0859,1.6663,0.5464,2730.3,2674.9,2606.1,2609.5,2746.1,2618.4,2596.5,2459.2,2537.7,2386.9
P49005,-0.069,1.6614,0.5464,4033.7,3790.9,3982.6,3971.2,4128.6,3831.2,3772.3,3797.2,3770.2,3799.7
Q9Y383,-0.076,1.6543,0.5464,12095.3,12227.4,12803.6,12610.2,12025.5,11825.4,11905.1,12077.3,11373.7,11410.3
P54578,-0.0921,1.6627,0.5464,15887.2,14934.0,14668.6,14960.0,15207.2,13272.6,14280.7,14155.5,14732.6,14554.2
Q9Y5Y2,0.0955,1.6757,0.5464,425.2,420.0,392.9,444.9,433.3,443.4,471.5,449.5,449.8,445.5
P27635,0.0784,1.6519,0.5464,23319.9,24326.9,23204.1,23718.2,24004.6,25398.5,24097.3,24200.4,26149.2,25392.4
Q8TDX7,0.0982,1.6586,0.5464,551.8,535.7,500.2,559.1,570.9,568.5,598.4,583.6,584.1,571.9
Q9Y3S1,0.1494,1.6664,0.5464,163.0,172.4,179.5,182.8,176.6,197.9,216.1,184.6,175.3,197.5
Q9P2M7,0.1004,1.6753,0.5464,502.6,540.2,522.2,510.0,518.9,560.6,554.1,512.5,575.9,579.5
Q8N335,0.0697,1.6541,0.5464,7557.1,7216.6,7063.1,7411.5,7243.6,7575.8,7566.9,7508.9,7862.4,7780.7
Q9NZJ6,0.1395,1.6677,0.5464,636.7,588.4,611.0,633.8,656.9,646.9,648.5,675.9,708.1,769.7
Q969T4,-0.0896,1.6626,0.5464,1879.6,1805.6,1745.3,1758.1,1860.5,1608.3,1727.2,1760.9,1732.2,1676.0
Q9Y243,-0.0989,1.6694,0.5464,4796.3,4712.9,4713.6,4971.9,4846.0,4107.0,4606.7,4509.0,4616.0,4626.6
Q96EM0,0.1345,1.6552,0.5464,3389.7,3520.3,3387.0,3501.1,3785.5,3995.3,3601.6,4253.2,3674.0,3796.7
P54725,-0.0917,1.666,0.5464,5504.2,5592.5,5317.8,5389.9,5383.7,4751.7,5371.2,5121.5,5054.7,5232.0
Q6P1J9,-0.0986,1.6733,0.5464,3919.8,3665.4,3734.5,3697.8,3723.9,3588.9,3622.5,3551.2,3537.0,3214.7
O60573,-0.1028,1.6697,0.5464,3759.8,3493.8,3366.7,3614.9,3614.4,3263.2,3513.4,3214.5,3422.7,3207.5
Q709C8,0.1496,1.6492,0.546,1216.8,1259.7,1224.0,1230.2,1350.9,1455.8,1340.0,1260.4,1557.5,1367.3
Q9NYL9,-0.0717,1.6501,0.546,11090.0,10625.2,10553.6,10605.9,10552.5,9787.0,10387.6,9993.7,10453.4,10222.8
Q8WVC0,-0.1099,1.6463,0.5451,6780.6,6248.6,6323.3,6181.7,6514.5,5489.7,5804.2,6006.5,6150.0,6264.0
Q96DG6,-0.0866,1.644,0.5451,6186.9,6289.0,6086.7,6084.4,5865.3,5369.5,5842.5,5941.0,5806.2,5785.3
P25787,0.0795,1.6457,0.5451,9028.6,9557.3,9623.0,9767.5,9557.3,9680.4,9939.9,10458.3,10000.5,10146.1
Q06124,-0.0662,1.645,0.5451,19716.6,19893.1,19813.3,19735.3,19419.2,18149.9,19606.2,18770.1,18619.4,19035.7
